1,-0.015222,0.053768
2,-106.223326,-0.015918
3,-3.792937,0.041051
4,-433.921114,-0.239391
5,-0.019743,0.006102
6,-0.995552,0.041288
7,-2.351264,0.067092
8,-0.335548,0.023315
9,-0.052209,0.047364
10,-0.856912,0.070554
11,-0.052385,0.059359
12,-0.042916,0.059437
13,-0.226514,0.023972
14,0.001264,0.018158
15,-0.064635,0.019150
16,-0.222306,0.037994
17,0.001324,0.053905
18,-0.142662,0.067526
19,0.001411,0.055052
20,-0.220727,0.038000
21,0.001064,0.051432
22,0.001234,0.050073
23,-0.051882,0.068002
24,-0.152238,0.075611
25,-0.086593,0.008536
26,-0.019374,0.028397
27,-0.017848,0.025595
28,-0.023364,0.059959
29,-0.149949,0.025152
30,0.001317,0.028971
31,-0.019148,0.032971
32,-0.072444,0.039036
33,0.001470,0.033583
34,0.001713,0.026064
35,-0.101658,0.075295
36,0.001194,0.062152
37,-0.007470,0.064303
38,-0.154580,0.009872
39,-0.090673,0.011159
40,0.001413,0.032466
41,0.001098,0.042644
42,-0.038824,0.047040
43,0.001059,0.070438
44,-0.012059,0.059957
45,-0.046332,0.012403
46,-0.023864,0.022303
47,-0.024015,0.068899
48,0.001469,0.066097
49,-0.045820,0.047329
50,-0.011007,0.072813
51,-0.056028,0.075637
52,0.001157,0.077548
53,-0.037320,0.038158
54,0.001185,0.023538
55,-0.003721,0.021546
56,0.000994,0.064797
57,0.001327,0.071711
58,-0.017383,0.079728
59,0.001569,0.004480
60,-0.043173,0.008373
61,-0.002834,0.014291
62,0.001188,0.008953
63,-0.012866,0.067174
64,0.001651,0.047853
65,0.001195,0.007475
66,0.001264,0.022099
67,-0.001247,0.028272
68,-0.011712,0.040110
69,-0.025673,0.075495
70,-0.005282,0.080547
71,0.001141,0.074622
72,0.001044,0.056196
73,0.001072,0.078879
74,-0.054571,0.039525
75,-0.001696,0.017557
76,0.001542,0.006791
77,0.001377,0.067591
78,0.000218,0.031815
79,0.001572,0.065973
80,0.001277,0.060739
81,0.001362,0.041124
82,-0.043059,0.047271
83,0.001074,0.063378
84,0.001487,0.068920
85,0.001186,0.081775
86,-0.016057,0.085561
87,0.001121,0.003239
88,0.001035,0.006024
89,0.001640,0.001557
90,0.001612,0.011122
91,0.001998,0.031183
92,0.001043,0.082908
93,-0.093555,0.089008
94,-0.022935,0.086071
95,0.000986,0.057629
96,-0.020922,0.047568
97,-0.000701,0.053250
98,-0.017860,0.001219
99,0.001083,0.019318
100,0.001244,0.037936
101,0.001177,0.044039
102,0.001178,0.073190
103,0.001728,0.085890
104,0.001166,0.036431
105,0.001019,0.034981
106,0.001429,0.020509
107,0.001092,0.030114
108,-0.000605,0.014792
109,0.001514,0.035693
110,0.001332,0.016068
111,0.001460,0.056817
112,0.001530,0.079577
113,0.001206,0.016765
114,0.001554,0.020227
115,0.001161,0.010390
116,0.001607,0.026407
117,0.001099,0.045573
118,0.001390,0.052344
119,0.000130,0.084981
120,0.001230,0.087095
121,0.001424,0.083212
122,0.001289,0.030934
123,0.001366,0.071633
124,0.001608,0.075445
125,0.001582,0.058362
126,0.001652,0.064040
127,0.001223,0.011834
128,0.001637,0.037129
129,0.001604,0.052447
130,0.001460,0.055106
131,0.001512,0.013085
132,0.001091,0.024936
133,0.001507,0.043458
134,0.001341,0.027522
135,0.001691,0.046329
136,0.002379,0.062557
137,0.001887,0.064053
138,0.001200,0.080279
139,0.001232,0.059179
140,0.002324,0.078264
141,0.002093,0.055197
142,0.002405,0.024393
143,0.001666,0.017298
144,0.002414,0.029803
145,0.002007,0.014074
146,0.001484,0.018601
147,0.001215,0.047122
148,0.001237,0.048612
149,0.001684,0.012693
150,0.001379,0.062436
151,0.001521,0.004578
152,0.001632,0.005098
153,0.001507,0.024301
154,0.001229,0.039473
155,0.001170,0.076114
156,0.001460,0.078162
157,0.001388,0.069028
158,0.001540,0.073971
159,0.001697,0.081005
160,0.001832,0.040285
161,0.001548,0.044807
162,0.002489,0.044842
163,0.001553,0.076875
164,0.002601,0.056036
165,0.003255,0.071772
166,0.001521,0.029624
167,0.001694,0.033808
168,0.001676,0.041810
169,0.001573,0.009616
170,0.002879,0.018074
171,0.001742,0.014551
172,0.002470,0.008177
173,0.002168,0.006683
174,0.001675,0.059819
175,0.001668,0.049340
176,0.002402,0.050947
177,0.002424,0.070381
178,0.002416,0.076896
179,0.001532,0.081569
180,0.001549,0.050770
181,0.001612,0.008161
182,0.002201,0.015626
183,0.001628,0.022896
184,0.002572,0.042023
185,0.001515,0.061122
186,0.001698,0.033843
187,0.003184,0.040898
188,0.002487,0.072645
189,0.001444,0.084095
190,0.001623,0.087905
191,0.002308,0.084400
192,0.001216,0.088621
193,0.002499,0.082770
194,0.002694,0.021519
195,0.001473,0.070037
196,0.001803,0.053491
197,0.002460,0.037064
198,0.001851,0.028207
199,0.002162,0.046308
200,0.002839,0.047071
201,0.002805,0.026849
202,0.001653,0.038596
203,0.002642,0.053686
204,0.001631,0.072510
205,0.002575,0.022951
206,0.002870,0.032333
207,0.002611,0.034798
208,0.002732,0.061295
209,0.001532,0.067434
210,0.002815,0.074889
211,0.002943,0.066326
212,0.001669,0.026358
213,0.002535,0.047828
214,0.001927,0.065873
215,0.002762,0.079385
216,0.002615,0.082446
217,0.002536,0.005698
218,0.002329,0.011081
219,0.002202,0.056785
220,0.002720,0.057554
221,0.001583,0.001636
222,0.001745,0.002543
223,0.001787,0.021374
224,0.002104,0.031994
225,0.002484,0.009641
226,0.002471,0.064827
227,0.002236,0.015639
228,0.002729,0.016654
229,0.002395,0.017243
230,0.002789,0.067521
231,0.001800,0.086304
232,0.002980,0.007323
233,0.002356,0.035578
234,0.002885,0.036210
235,0.002626,0.002941
236,0.002829,0.003970
237,0.002893,0.011768
238,0.002895,0.068750
239,0.002829,0.086809
240,0.002601,0.038602
241,0.002657,0.028227
242,0.003487,0.025451
243,0.002368,0.049325
244,0.002444,0.071134
245,0.002579,0.052039
246,0.002952,0.079494
247,0.002711,0.012464
248,0.003260,0.013067
249,0.002446,0.018726
250,0.002462,0.058207
251,0.002947,0.058871
252,0.002721,0.063246
253,0.002871,0.052193
254,0.003324,0.063388
255,0.002858,0.043401
256,0.002588,0.080738
257,0.002435,0.074000
258,0.002425,0.085197
259,0.003368,0.085494
260,0.002658,0.025190
261,0.002775,0.077632
262,0.003337,0.030911
263,0.002395,0.040218
264,0.002837,0.054513
265,0.003790,0.054807
266,0.003298,0.064820
