1,6
2,3
3,11
4,4
5,6
6,4
7,7
8,4
9,10
10,4
11,5
12,5
13,7
14,4
15,6
16,4
17,13
18,5
19,6
20,4
21,7
22,4
23,8
24,4
25,5
26,6
27,10
28,4
29,5
30,6
31,4
32,7
33,5
34,4
35,10
36,4
37,5
38,5
39,17
40,4
41,6
42,4
43,7
44,4
45,6
46,7
47,4
48,5
49,8
50,4
51,5
52,8
53,5
54,4
55,9
56,4
57,5
58,6
59,4
60,9
61,6
62,5
63,4
64,8
65,4
66,6
67,4
68,11
69,5
70,4
71,7
72,7
73,5
74,4
75,7
76,4
77,7
78,4
79,10
80,4
81,7
82,6
83,6
84,6
85,6
86,6
87,6
88,6
89,6
90,6
91,6
92,7
93,5
94,7
95,6
96,6
97,6
98,5
99,7
100,6
101,6
102,6
103,6
104,6
105,6
106,6
107,6
108,6
109,6
110,6
111,6
112,6
113,6
114,7
115,6
116,6
117,7
118,6
119,6
120,6
121,6
122,6
123,6
124,6
125,5
126,6
127,6
128,6
129,6
130,6
131,6
132,6
133,6
134,6
135,6
136,6
137,6
138,6
139,6
140,6
141,6
142,6
143,6
144,6
145,6
146,6
147,6
148,6
149,6
150,6
151,6
152,6
153,6
154,6
155,6
156,5
157,9
158,5
159,6
160,6
161,6
162,6
163,6
164,6
165,6
166,6
167,6
168,6
169,5
170,6
171,6
172,6
173,6
174,6
175,6
176,6
177,6
178,6
179,6
180,6
181,6
182,6
183,6
184,6
185,6
186,6
187,6
188,7
189,5
190,6
191,6
192,5
193,6
194,6
195,6
196,6
197,6
198,6
199,6
200,7
201,5
202,6
203,7
204,7
205,6
206,6
207,6
208,6
209,6
210,6
211,6
212,6
213,6
214,6
215,6
216,6
217,6
218,6
219,6
220,6
221,6
222,6
223,6
224,6
225,6
226,6
227,6
228,5
229,7
230,6
231,6
232,6
233,6
234,6
235,7
236,4
237,8
238,6
239,6
240,5
241,7
242,6
243,6
244,6
245,7
246,5
247,7
248,5
249,6
250,6
251,6
252,6
253,6
254,7
255,6
256,6
257,5
258,6
259,6
260,6
261,6
262,6
263,6
264,6
265,6
266,6
267,6
268,7
269,6
270,6
271,5
272,7
273,5
274,6
275,7
276,6
277,6
278,5
279,7
280,6
281,5
282,6
283,6
284,6
285,6
286,6
287,6
288,6
289,6
290,6
291,6
292,6
293,6
294,7
295,5
296,7
297,6
298,6
299,6
300,6
301,6
302,6
303,6
304,6
305,6
306,7
307,6
308,5
309,6
310,6
311,6
312,6
313,5
314,6
315,5
316,5
317,6
318,7
319,6
320,5
321,6
322,6
323,6
324,5
325,7
326,6
327,7
328,6
329,6
330,6
331,6
332,5
333,6
334,6
335,6
336,6
337,7
338,6
339,6
340,6
341,6
342,5
343,5
344,7
345,6
346,6
347,6
348,6
349,6
350,7
351,6
352,6
353,6
354,6
355,5
356,6
357,5
358,7
359,6
360,6
361,6
362,6
363,6
364,6
365,6
366,6
367,6
368,6
369,7
370,5
371,6
372,6
373,6
374,5
375,6
376,5
377,6
378,6
379,6
380,6
381,6
382,7
383,5
384,7
385,5
386,6
387,6
388,6
389,6
390,6
391,6
392,6
393,5
394,6
395,4
396,6
397,6
398,6
399,6
400,5
401,7
402,6
403,6
404,6
405,6
406,6
407,5
408,6
409,6
410,6
411,6
412,6
413,6
414,7
415,6
416,6
417,6
418,6
419,6
420,6
421,6
422,7
423,7
424,6
425,5
426,6
427,6
428,6
429,5
430,6
431,6
432,6
433,6
434,6
435,6
436,7
437,5
438,6
439,6
440,6
441,6
442,6
443,6
444,6
445,6
446,6
447,6
448,6
449,5
450,7
451,6
452,6
453,6
454,7
455,6
456,6
457,6
458,6
459,6
460,6
461,6
462,6
463,5
464,7
465,6
466,6
467,6
468,6
469,7
470,6
471,7
472,4
473,7
474,6
475,7
476,5
477,6
478,7
479,6
480,6
481,6
482,6
483,6
484,6
485,7
486,6
487,6
488,6
489,6
490,6
491,6
492,5
493,5
494,6
495,7
496,5
497,6
498,6
499,6
500,6
501,5
502,6
503,6
504,6
505,6
506,6
507,6
508,6
509,6
510,6
511,6
512,6
513,6
514,6
515,5
516,7
517,6
518,6
519,6
520,6
521,6
522,6
523,6
524,6
525,6
526,6
527,6
528,7
529,6
530,6
531,6
532,6
533,6
534,6
535,6
536,6
537,6
538,6
539,6
540,6
541,5
542,7
543,6
544,6
545,6
546,6
547,6
548,5
549,6
550,5
551,6
552,6
553,5
554,6
555,6
556,6
557,6
558,6
559,6
560,6
561,6
562,6
563,7
564,5
565,6
566,6
567,6
568,5
569,7
570,5
571,7
572,6
573,6
574,6
575,6
576,6
577,6
578,6
579,7
580,6
581,6
582,6
583,6
584,6
585,6
586,6
587,6
588,6
589,6
590,6
591,6
592,6
593,6
594,6
595,6
596,6
597,6
598,6
599,6
600,6
601,6
602,6
603,6
604,6
605,6
606,5
607,7
608,5
609,6
610,6
611,6
612,6
613,6
614,6
615,6
616,6
617,6
618,6
619,6
620,6
621,6
622,6
623,6
624,6
625,6
626,6
627,6
628,7
629,7
630,7
631,6
632,11
633,5
634,6
635,5
636,7
637,6
638,5
639,6
640,6
641,6
642,6
643,6
644,6
645,6
646,6
647,7
648,5
649,7
650,6
651,6
652,6
653,6
654,7
655,5
656,5
657,7
658,6
659,5
660,6
661,6
662,6
663,6
664,6
665,6
666,6
667,6
668,6
669,6
670,7
671,6
672,6
673,6
674,6
675,6
676,6
677,6
678,6
679,5
680,7
681,6
682,6
683,6
684,6
685,6
686,6
687,6
688,6
689,6
690,7
691,5
692,6
693,6
694,6
695,6
696,6
697,6
698,6
699,6
700,6
701,6
702,6
703,6
704,6
705,5
706,6
707,6
708,5
709,5
710,5
711,6
712,5
713,5
714,6
715,6
716,6
717,6
718,6
719,6
720,6
721,5
722,7
723,5
724,6
725,6
726,5
727,6
728,6
729,6
730,6
731,6
732,6
733,5
734,7
735,6
736,6
737,6
738,6
739,6
740,6
741,6
742,6
743,6
744,6
745,6
746,7
747,5
748,6
749,5
750,6
751,6
752,6
753,6
754,6
755,7
756,6
757,6
758,6
759,6
760,5
761,7
762,6
763,6
764,6
765,5
766,6
767,6
768,6
769,6
770,6
771,6
772,6
773,6
774,6
775,6
776,6
777,6
778,6
779,6
780,6
781,6
782,6
783,7
784,5
785,7
786,6
787,6
788,7
789,6
790,6
791,5
792,4
793,6
794,6
795,6
796,7
797,5
798,6
799,6
800,7
801,5
802,7
803,6
804,6
805,7
806,5
807,6
808,7
809,5
810,6
811,6
812,6
813,6
814,6
815,6
816,6
817,7
818,6
819,6
820,6
821,6
822,6
823,5
824,6
825,6
826,6
827,6
828,7
829,6
830,6
831,6
832,6
833,6
834,6
835,6
836,6
837,6
838,6
839,6
840,6
841,6
842,6
843,5
844,7
845,6
846,6
847,5
848,7
849,6
850,6
851,6
852,6
853,6
854,6
855,6
856,6
857,6
858,6
859,6
860,6
861,6
862,6
863,5
864,7
865,6
866,6
867,6
868,6
869,6
870,5
871,13
872,7
873,6
874,6
875,6
876,7
877,6
878,6
879,6
880,6
881,6
882,5
883,6
884,6
885,6
886,6
887,6
888,7
889,6
890,6
891,7
892,6
893,6
894,7
895,5
896,5
897,6
898,6
899,6
900,6
901,6
902,7
903,7
904,5
905,6
906,6
907,5
908,6
909,6
910,6
911,6
912,5
913,5
914,7
915,6
916,6
917,6
918,6
919,6
920,6
921,7
922,6
923,6
924,6
925,7
926,5
927,6
928,6
929,6
930,6
931,6
932,6
933,6
934,6
935,6
936,6
937,6
938,6
939,6
940,7
941,5
942,6
943,6
944,6
945,6
946,6
947,7
948,6
949,4
950,7
951,5
952,6
953,6
954,6
955,6
956,5
957,6
958,6
959,6
960,6
961,6
962,7
963,6
964,6
965,6
966,6
967,6
968,5
969,6
970,5
971,6
972,5
973,6
974,5
975,7
976,6
977,6
978,6
979,6
980,6
981,5
982,6
983,6
984,6
985,6
986,7
987,6
988,6
989,6
990,6
991,7
992,6
993,6
994,6
995,6
996,6
997,6
998,6
999,7
1000,5
1001,6
1002,7
1003,6
1004,6
1005,6
1006,7
1007,5
1008,7
1009,6
1010,6
1011,6
1012,6
1013,6
1014,6
1015,6
1016,6
1017,6
1018,6
1019,6
1020,6
1021,6
1022,6
1023,6
1024,6
1025,6
1026,5
1027,4
1028,5
1029,6
1030,6
1031,6
1032,6
1033,5
