0	7.273600e-04	7.305687e-04	7.270895e-04	5.783583e-02	-6.297449e-05	1.041860e-03	3.661348e+00	1.285184e+01	-1.015978e+00	-2.100056e+03	0.000000e+00	0.000000e+00	0.000000e+00	1.457449e+00	3.501559e-01	7.251036e-07	2.489378e-07	7.427465e-10	0.000000e+00	1.403726e-09	9.959922e-12	1.827410e-02	1.636842e-04	3.789785e-04	3.997543e-04	9.254414e-04	2
1	7.612900e-04	2.243569e-03	7.612898e-04	1.725732e-01	-6.940873e-05	4.221919e-04	2.563638e+01	0.000000e+00	-9.810000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.192363e-11	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2
2	6.534900e-04	3.654306e-03	6.534865e-04	2.004989e-01	-3.175171e-08	-6.578211e-05	2.775943e+01	-2.089476e+00	-5.326146e+00	6.394821e+01	0.000000e+00	0.000000e+00	0.000000e+00	1.594135e-02	-7.428669e-03	1.070071e-10	1.103889e-10	2.654839e-12	0.000000e+00	0.000000e+00	1.497759e-12	0.000000e+00	0.000000e+00	-8.256442e-09	0.000000e+00	1.771769e-08	1
3	7.798700e-04	5.126866e-03	7.796333e-04	1.347582e-03	2.427978e-03	1.571996e-04	7.907953e-01	-2.558908e+00	2.702985e+01	1.643712e+03	0.000000e+00	0.000000e+00	0.000000e+00	1.484850e+00	-3.015287e-01	7.344533e-07	2.083067e-07	1.232674e-10	0.000000e+00	5.338742e-10	2.229689e-12	8.302356e-02	5.881167e-04	-5.223463e-04	-4.875837e-04	5.946893e-04	3
4	6.420400e-04	6.542027e-03	6.420275e-04	9.024578e-02	2.428442e-03	-4.529745e-06	1.864124e+01	2.993964e+01	1.970256e+00	1.595414e+02	0.000000e+00	0.000000e+00	0.000000e+00	1.575251e-01	-3.517464e-03	7.760606e-09	1.095905e-08	4.814598e-11	0.000000e+00	0.000000e+00	2.350395e-12	0.000000e+00	0.000000e+00	-1.963840e-08	0.000000e+00	4.214249e-08	1
5	7.758400e-04	7.956447e-03	7.757126e-04	-2.914368e-01	6.830078e-06	1.538577e-05	-3.396504e+01	-9.084775e+00	4.267775e+00	9.134737e+02	0.000000e+00	0.000000e+00	0.000000e+00	7.850139e-01	-1.502976e-01	2.038718e-07	5.681951e-08	5.249836e-12	0.000000e+00	2.520143e-09	5.203010e-11	3.407295e-01	2.637499e-04	-2.624459e-04	-2.244220e-04	3.698869e-04	3
6	6.362800e-04	9.361619e-03	6.362623e-04	-2.650801e-01	2.174899e-04	4.833336e-05	-3.375389e+01	-2.525910e-01	-6.650325e-01	2.115213e+02	0.000000e+00	0.000000e+00	0.000000e+00	1.645564e-01	-7.261542e-03	8.488492e-09	7.051075e-09	1.569061e-11	0.000000e+00	4.419187e-10	5.424955e-12	2.636801e-01	2.576654e-05	5.053077e-05	2.795266e-05	5.489959e-05	2
7	6.186400e-04	1.062021e-02	6.186296e-04	5.014858e-04	-1.688218e-06	7.656352e-15	3.273876e-01	4.571460e+00	0.000000e+00	-1.477906e+02	0.000000e+00	0.000000e+00	0.000000e+00	3.125653e-02	1.456554e-02	4.113808e-10	1.086507e-09	1.379607e-14	0.000000e+00	0.000000e+00	3.279579e-14	0.000000e+00	0.000000e+00	1.618857e-08	0.000000e+00	3.473943e-08	1
8	8.420800e-04	1.211074e-02	8.420332e-04	-1.763916e-01	-2.779475e-06	1.680836e-04	-2.455463e+01	-6.498385e+00	-1.517508e+00	2.358498e+02	0.000000e+00	0.000000e+00	0.000000e+00	2.036468e-01	-7.459612e-02	1.574230e-08	8.580937e-09	3.246552e-12	0.000000e+00	2.560874e-10	1.347201e-11	1.929604e-01	1.366874e-05	-2.764254e-05	-5.184571e-05	1.047412e-04	2
9	7.133000e-04	1.366166e-02	7.132861e-04	-2.171555e-02	2.524516e-06	-3.288697e-14	-3.947961e+00	-4.571460e+00	0.000000e+00	1.281778e+02	0.000000e+00	0.000000e+00	0.000000e+00	4.155365e-02	-1.936400e-02	7.270779e-10	1.520606e-09	3.424463e-16	0.000000e+00	0.000000e+00	6.060801e-13	0.000000e+00	0.000000e+00	-2.152172e-08	0.000000e+00	4.618396e-08	1
10	8.085600e-04	1.518276e-02	8.084564e-04	1.212565e-02	3.678019e-05	-2.955208e-04	1.177462e+00	-1.209566e+01	-3.626629e+00	7.113202e+02	0.000000e+00	0.000000e+00	0.000000e+00	6.811150e-01	-1.486313e-01	1.560199e-07	4.309408e-08	8.026018e-11	0.000000e+00	1.018655e-10	1.660814e-12	4.273777e-02	1.219553e-04	-1.259232e-04	-1.139042e-04	4.021609e-04	3
11	6.978400e-04	1.668511e-02	6.977774e-04	-1.146504e-02	5.865031e-07	-3.566839e-04	1.682473e-01	-3.246357e+01	6.549546e+00	7.210983e+02	0.000000e+00	0.000000e+00	0.000000e+00	3.746158e-01	-9.733475e-02	4.859235e-08	1.116688e-08	4.689145e-11	0.000000e+00	2.646642e-11	1.330324e-13	2.880135e-02	8.337858e-06	3.691573e-05	4.315438e-05	1.918961e-04	2
12	8.613400e-04	1.823584e-02	8.613198e-04	1.159812e-01	6.164816e-07	-5.959725e-07	1.603602e+01	-4.581928e+00	2.246308e-02	1.063907e+02	0.000000e+00	0.000000e+00	0.000000e+00	6.073056e-02	-2.830044e-02	1.553020e-09	4.177205e-09	2.140444e-14	0.000000e+00	0.000000e+00	4.344550e-12	0.000000e+00	0.000000e+00	-3.145395e-08	0.000000e+00	6.749774e-08	1
13	5.869200e-04	1.965804e-02	5.868543e-04	-5.749586e-02	1.215061e-06	-5.016594e-04	-6.614824e+00	-2.935774e+01	5.217209e+00	1.332123e+03	0.000000e+00	0.000000e+00	0.000000e+00	4.406127e-01	-1.043026e-01	6.610812e-08	1.886242e-08	9.549108e-11	0.000000e+00	8.925241e-11	4.852625e-12	3.756604e-02	4.052884e-06	-4.008020e-05	-2.854986e-05	2.817270e-04	2
14	8.174500e-04	2.104367e-02	8.174318e-04	-2.434332e-02	1.984839e-07	1.327439e-10	-3.356954e+00	-4.571458e+00	-4.401361e-06	1.118468e+02	0.000000e+00	0.000000e+00	0.000000e+00	5.457415e-02	-2.543155e-02	1.254112e-09	4.417484e-09	6.620381e-14	0.000000e+00	0.000000e+00	7.756567e-13	0.000000e+00	0.000000e+00	-2.826538e-08	0.000000e+00	6.065532e-08	1
