7.305687e-04 , 7.270895e-04
2.243569e-03 , 7.612898e-04
3.654306e-03 , 6.534865e-04
5.126866e-03 , 7.796333e-04
6.542027e-03 , 6.420275e-04
7.956447e-03 , 7.757126e-04
9.361619e-03 , 6.362623e-04
1.062021e-02 , 6.186296e-04
1.211074e-02 , 8.420332e-04
1.366166e-02 , 7.132861e-04
1.518276e-02 , 8.084564e-04
1.668511e-02 , 6.977774e-04
1.823584e-02 , 8.613198e-04
1.965804e-02 , 5.868543e-04
2.104367e-02 , 8.174318e-04
2.259517e-02 , 7.055032e-04
2.399806e-02 , 6.962534e-04
2.547849e-02 , 7.826830e-04
2.696230e-02 , 6.896871e-04
2.834562e-02 , 6.865379e-04
2.968856e-02 , 6.477584e-04
3.100492e-02 , 6.606216e-04
3.245584e-02 , 7.698000e-04
3.384396e-02 , 6.255691e-04
3.515259e-02 , 6.840003e-04
3.661716e-02 , 9.861010e-04
3.806110e-02 , 6.673514e-04
3.935625e-02 , 6.283140e-04
4.081635e-02 , 8.679607e-04
4.235227e-02 , 6.944326e-04
4.379874e-02 , 7.873105e-04
4.516605e-02 , 6.222124e-04
4.641720e-02 , 6.291867e-04
4.776204e-02 , 7.187808e-04
4.905424e-02 , 1.132716e-03
5.035140e-02 , 7.223475e-04
5.177681e-02 , 7.033265e-04
5.320229e-02 , 7.224606e-04
5.458980e-02 , 6.663845e-04
5.596412e-02 , 7.087065e-04
5.744714e-02 , 7.756702e-04
5.895246e-02 , 7.302186e-04
6.032788e-02 , 6.477805e-04
6.176967e-02 , 8.023642e-04
6.323418e-02 , 6.668897e-04
6.471263e-02 , 8.193263e-04
6.617655e-02 , 6.399988e-04
6.768513e-02 , 6.189091e-04
6.889062e-02 , 5.622714e-04
7.013984e-02 , 6.985797e-04
7.159362e-02 , 7.566369e-04
7.297250e-02 , 7.149767e-04
7.427027e-02 , 6.756822e-04
7.565336e-02 , 7.078167e-04
7.691233e-02 , 8.121608e-04
7.823943e-02 , 7.722516e-04
7.978134e-02 , 7.697641e-04
8.125712e-02 , 7.072395e-04
8.277116e-02 , 8.107762e-04
8.435941e-02 , 7.784556e-04
8.585532e-02 , 7.187640e-04
8.740431e-02 , 8.346021e-04
8.893926e-02 , 7.057625e-04
9.049087e-02 , 8.528122e-04
9.214272e-02 , 7.998776e-04
9.368464e-02 , 7.431228e-04
9.524094e-02 , 8.346815e-04
9.668513e-02 , 6.408579e-04
9.804440e-02 , 7.204352e-04
9.951030e-02 , 7.457719e-04
